Category,Level1,Level2,Level3,Level4,Total,,A,B,C,D
,Interest,Public debt transactions,Other interest (908),"Earnings on Investments, Nuclear Waste Disposal Fund",23,b,,,,-1.571
,Interest,Public debt transactions,Other interest (908),"Earnings on Investments, Decontamination and Decommissioning Fund",45,b,,,,-0.12
,Interest,Public debt transactions,Other interest (908),"Earnings on Investments, DoD MedicareEligible Retiree Lantai dan Dinding Fund",24,b,,,,-7.43
,Interest,Public debt transactions,Other interest (908),"Earnings on Investments, Postal Service Retiree Health Benefits Fund",19,b,,,,-1.773
,Interest,Public debt transactions,Other interest (908),"Earnings on Investments, DC Federal Pension Fund",66,b,,,,-0.094
,Interest,Public debt transactions,Other interest (908),"General Fund Proprietary Interest Receipts, not Otherwise Classified",46,b,,,,-0.09
,Interest,Public debt transactions,Other investment income (909),"Gains and Losses on NonFederal Securities, National Railroad Retirement Investment Trust",78,b,,,,-0.19
,Interest,Public debt transactions,Other investment income (909),"Interest and Dividends on NonFederal Securities, National Railroad Retirement Investment Trust",24,b,,,,-0.455
,Interest,Public debt transactions,General  Interest on Debt (I89),,75,g,0,49.8,65,114.8
,Balance,,,,25,g,0,0,0,0
,Total Spending,Total,Federal Intergovernmental  General Local Government Support (B30),,0,g,-0.8,0,0,-0.8
,Total Spending,Total,Federal Intergovernmental  All Other (B89),,0,g,-41.2,0,0,-41.2
,Total Spending,Total,"Federal Intergovernmental  Natural Resources, Agriculture (Disc. 2005) (B54)",,0,,0,0,0,0
,Total Spending,Total,Federal Intergovernmental  Natural Resources (B59),,0,g,-2.6,0,0,-2.6
,Total Spending,Total,Federal Intergovernmental  Electric Utilities (B92),,0,g,-0.2,0,0,-0.2
,Total Spending,Total,Federal Intergovernmental  Gas Utilities (B93),,0,,0,0,0,0
,Total Spending,Total,Federal Intergovernmental  Air Transportation (B01),,0,g,-2.9,0,0,-2.9
,Total Spending,Total,Federal Intergovernmental  Highways (B46),,0,g,-46.4,0,0,-46.4
,Total Spending,Total,Federal Intergovernmental  Transit Utilities (B94),,0,g,-11.6,0,0,-11.6
,Total Spending,Total,Federal Intergovernmental  Sewerage (B80),,0,g,-3.4,0,0,-3.4
,Total Spending,Total,Federal Intergovernmental  Water Utilities (B91),,0,g,-1.7,0,0,-1.7
,Total Spending,Total,Federal Intergovernmental  Health and Hospitals (B42),,0,g,-28.2,0,0,-28.2
,Total Spending,Total,Intergovernmental Revenue from Federal  Environmental Health (NEW for 2007) (B43),,0,,0,0,0,0
,Total Spending,Total,Federal Intergovernmental  Public Welfare (B79),,0,g,-337.8,0,0,-337.8
,Total Spending,Total,Federal Intergovernmental  Education (B21),,0,g,-104.4,0,0,-104.4
,Total Spending,Total,Federal Intergovernmental  Employment Security Administration (B22),,0,g,-5.5,0,0,-5.5
,Total Spending,Total,Federal Intergovernmental  Housing and Community Development (B50),,0,g,-48.9,0,0,-48.9
,Total Spending,Total,Total federal outlays (000),,3803.4,b,0,0,0,3803.4
,Total Spending,Total,Total state/local outlays (E00),,0,g,0,"1,511.30","1,602.20",3113.5
